municipio;pib_2020
Faxinal dos Guedes (SC);470843,99
Flor do Sertão (SC);49093,87
Florianópolis (SC);21963927,87
Formosa do Sul (SC);56944,1
Forquilhinha (SC);898164,43
Fraiburgo (SC);977423,12
Frei Rogério (SC);72673,48
Galvão (SC);76465,96
Garopaba (SC);617279,05
Garuva (SC);1098318,08
Gaspar (SC);3187386,88
Governador Celso Ramos (SC);352431,05
Grão-Pará (SC);248770,92
Gravatal (SC);264765,01
Guabiruba (SC);1001317,2
Guaraciaba (SC);347354,58
Guaramirim (SC);1957711,8
Guarujá do Sul (SC);166720,49
Guatambú (SC);253814,76
Herval d'Oeste (SC);482407,59
Ibiam (SC);52597,26
Ibicaré (SC);113047,63
Ibirama (SC);471133,78
Içara (SC);2556950,43
Ilhota (SC);724129,94
Imaruí (SC);196002,03
Imbituba (SC);2021092,9
Imbuia (SC);174757,44
Indaial (SC);2976158,92
Iomerê (SC);162273,76
Ipira (SC);87798,58
Iporã do Oeste (SC);293637,35
Ipuaçu (SC);253096,58
Ipumirim (SC);356127,57
Iraceminha (SC);99233,04
Irani (SC);242272,48
Irati (SC);38885,18
Irineópolis (SC);334983,06
Itá (SC);307851,81
Itaiópolis (SC);772918,25
Itajaí (SC);28215220,15
Itapema (SC);2140616,25
Itapiranga (SC);832982,53
Itapoá (SC);919063,52
Ituporanga (SC);967257,01
Jaborá (SC);139974,11
Jacinto Machado (SC);377316,12
Jaguaruna (SC);581543,09
Jaraguá do Sul (SC);9805824
Jardinópolis (SC);51411,24
Joaçaba (SC);1806708,03
Joinville (SC);34528619,18
José Boiteux (SC);106904,31
Jupiá (SC);54054,04
Lacerdópolis (SC);105173,68
Lages (SC);5571757,82
Laguna (SC);891933,2
Lajeado Grande (SC);50349,73
Laurentino (SC);290054,43
Lauro Müller (SC);386607,92
Lebon Régis (SC);319479,47
Leoberto Leal (SC);97975,23
Lindóia do Sul (SC);115297,63
Lontras (SC);357624,55
Luiz Alves (SC);495950,93
Luzerna (SC);190778,88
Macieira (SC);53714,03
Mafra (SC);1974377,43
Major Gercino (SC);52370,16
Major Vieira (SC);210561,41
Maracajá (SC);199860,18
Maravilha (SC);1401081,78
Marema (SC);64467,14
Massaranduba (SC);554347,23
Matos Costa (SC);51445,79
Meleiro (SC);267369,06
Mirim Doce (SC);58473,89
Modelo (SC);118947,96
Mondaí (SC);713677,03
Monte Carlo (SC);175405,71
Monte Castelo (SC);174402,11
Morro da Fumaça (SC);666246,24
Morro Grande (SC);101085,91
Navegantes (SC);4685198,95
Nova Erechim (SC);184230,75
Nova Itaberaba (SC);134296,53
Nova Trento (SC);630773,89
Nova Veneza (SC);761311,66
Novo Horizonte (SC);90214,93
Orleans (SC);906561,66
Otacílio Costa (SC);771457,44
Ouro (SC);195950,81
Ouro Verde (SC);93752,2
Paial (SC);41043,43
Painel (SC);59911,21
Palhoça (SC);5985389,87
Palma Sola (SC);210067,2
Palmeira (SC);110985,71
Palmitos (SC);691110,12
Papanduva (SC);608300,58
Paraíso (SC);114062,15
Passo de Torres (SC);176770,59
Passos Maia (SC);133264,9
Paulo Lopes (SC);200455,5
Pedras Grandes (SC);144920,55
Penha (SC);819066,87
Peritiba (SC);93906,17
Pescaria Brava (SC);96818,57
Petrolândia (SC);180714,58
Balneário Piçarras (SC);1109526,66
Pinhalzinho (SC);1142190,78
Pinheiro Preto (SC);185387,23
Piratuba (SC);744193,47
Planalto Alegre (SC);110961,4
Pomerode (SC);2119306,75
Ponte Alta (SC);130942,82
Ponte Alta do Norte (SC);114123,23
Ponte Serrada (SC);226670,78
Porto Belo (SC);1262671,97
Porto União (SC);778429,88
Pouso Redondo (SC);552797,7
Praia Grande (SC);169487,07
Presidente Castello Branco (SC);54907,84
Presidente Getúlio (SC);721514,05
Presidente Nereu (SC);51274,76
Princesa (SC);74086,73
Quilombo (SC);364898,49
Rancho Queimado (SC);137067,51
Rio das Antas (SC);218673,69
Rio do Campo (SC);160481,79
Rio do Oeste (SC);207599,98
Rio dos Cedros (SC);337172,53
Rio do Sul (SC);2894102,02
Rio Fortuna (SC);244948,65
Rio Negrinho (SC);1232353,43
Rio Rufino (SC);59284,06
Riqueza (SC);125266,39
Rodeio (SC);305813,64
Romelândia (SC);89443,92
Salete (SC);217401,5
Saltinho (SC);70205,71
Salto Veloso (SC);201504,91
Sangão (SC);334671,36
Santa Cecília (SC);481576,74
Santa Helena (SC);75556,84
Santa Rosa de Lima (SC);57497,47
Santa Rosa do Sul (SC);152035,29
Santa Terezinha (SC);193936,05
Santa Terezinha do Progresso (SC);52316,59
Santiago do Sul (SC);35092,11
Santo Amaro da Imperatriz (SC);926587,48
São Bernardino (SC);64038,29
São Bento do Sul (SC);3323764,46
São Bonifácio (SC);73681,61
São Carlos (SC);431403,03
São Cristóvão do Sul (SC);159871,19
São Domingos (SC);310516,29
São Francisco do Sul (SC);4237318,89
São João do Oeste (SC);273810,58
São João Batista (SC);922115,15
São João do Itaperiú (SC);206271,72
São João do Sul (SC);204292,16
São Joaquim (SC);894979,86
São José (SC);11290447,89
São José do Cedro (SC);418051,87
São José do Cerrito (SC);262281,5
São Lourenço do Oeste (SC);1112706,31
São Ludgero (SC);694910,25
São Martinho (SC);81159,97
São Miguel da Boa Vista (SC);39544,05
São Miguel do Oeste (SC);1675132,58
São Pedro de Alcântara (SC);87589,41
Saudades (SC);384604,41
Schroeder (SC);524878,97
Seara (SC);896556,74
Serra Alta (SC);87123,35
Siderópolis (SC);525771,48
Sombrio (SC);803393,1
Sul Brasil (SC);63195,97
Taió (SC);667409,25
Tangará (SC);437885,8
Tigrinhos (SC);60606,06
Tijucas (SC);1735630,75
Timbé do Sul (SC);129154,18
Timbó (SC);1967800,78
Timbó Grande (SC);190139,67
Três Barras (SC);1150828,16
Treviso (SC);211614,01
Treze de Maio (SC);164576,24
Treze Tílias (SC);711248,32
Trombudo Central (SC);277000,43
Tubarão (SC);3961861,77
Tunápolis (SC);142135,35
Turvo (SC);535770,18
União do Oeste (SC);65785,46
Urubici (SC);296614,82
Urupema (SC);66613,94
Urussanga (SC);834663,15
Vargeão (SC);141076,87
Vargem (SC);65731,08
Vargem Bonita (SC);444099,59
Vidal Ramos (SC);286152,26
Videira (SC);2702063,72
Vitor Meireles (SC);118888,25
Witmarsum (SC);131464,62
Xanxerê (SC);1896873,14
Xavantina (SC);157893,33
Xaxim (SC);1038422,52
Zortéa (SC);82422,04
Balneário Rincão (SC);242539,22
Aceguá (RS);252048,48
Água Santa (RS);324140,44
Agudo (RS);536911,8
Ajuricaba (RS);301939,11
Alecrim (RS);118024,79
Alegrete (RS);2138004,29
Alegria (RS);110903,99
Almirante Tamandaré do Sul (RS);163168,7
Alpestre (RS);536480,91
Alto Alegre (RS);61914,47
Alto Feliz (RS);119778,97
Alvorada (RS);2843520,12
Amaral Ferrador (RS);120980,27
Ametista do Sul (RS);135199
André da Rocha (RS);106411,87
Anta Gorda (RS);212258,18
Antônio Prado (RS);658585,69
Arambaré (RS);137617,22
Araricá (RS);193348,52
Aratiba (RS);1004171,23
Arroio do Meio (RS);1252121,3
Arroio do Sal (RS);245580,75
Arroio do Padre (RS);56784,28
Arroio dos Ratos (RS);268587,25
Arroio do Tigre (RS);331075,68
Arroio Grande (RS);542527,75
Arvorezinha (RS);257481,21
Augusto Pestana (RS);320661,29
Áurea (RS);110150,91
Bagé (RS);3154210,56
Balneário Pinhal (RS);241010,94
Barão (RS);257317,29
Barão de Cotegipe (RS);244501,49
Barão do Triunfo (RS);143306,47
Barracão (RS);208681,77
Barra do Guarita (RS);46500,42
Barra do Quaraí (RS);171383,09
Barra do Ribeiro (RS);333627,87
Barra do Rio Azul (RS);53528,32
Barra Funda (RS);131846,58
Barros Cassal (RS);202944,9
Benjamin Constant do Sul (RS);35303,16
Bento Gonçalves (RS);6349889,81
Boa Vista das Missões (RS);147387,32
Boa Vista do Buricá (RS);245849,36
Boa Vista do Cadeado (RS);251620,14
Boa Vista do Incra (RS);171969,34
Boa Vista do Sul (RS);86941,37
Bom Jesus (RS);445615,73
Bom Princípio (RS);713326,35
Bom Progresso (RS);61745,88
Bom Retiro do Sul (RS);316612,45
Boqueirão do Leão (RS);136734,78
Bossoroca (RS);324342,18
Bozano (RS);131081,9
Braga (RS);94482,03
Brochier (RS);91523,9
Butiá (RS);473596,75
Caçapava do Sul (RS);864995,69
Cacequi (RS);338948,22
Cachoeira do Sul (RS);2414633,64
Cachoeirinha (RS);5687259,92
Cacique Doble (RS);116287,94
Caibaté (RS);183452,87
Caiçara (RS);111997,74
Camaquã (RS);2181297,68
Camargo (RS);167906,07
Cambará do Sul (RS);178808,83
Campestre da Serra (RS);153113,15
Campina das Missões (RS);163029,42
Campinas do Sul (RS);234089,81
Campo Bom (RS);3202490,1
Campo Novo (RS);230863,83
Campos Borges (RS);89035
Candelária (RS);849669,53
Cândido Godói (RS);242759,86
Candiota (RS);649412,55
Canela (RS);1256118,47
Canguçu (RS);1297954,9
Canoas (RS);20630280,14
Canudos do Vale (RS);49434,96
Capão Bonito do Sul (RS);191738,38
Capão da Canoa (RS);1609057,68
Capão do Cipó (RS);320739,94
Capão do Leão (RS);550615,38
Capivari do Sul (RS);212050,43
Capela de Santana (RS);227408,94
Capitão (RS);76519,57
Carazinho (RS);3150493,96
Caraá (RS);119670,04
Carlos Barbosa (RS);2773584,94
Carlos Gomes (RS);43952,84
Casca (RS);477705,98
Caseiros (RS);128011,62
Catuípe (RS);382494,5
Caxias do Sul (RS);27013569,55
Centenário (RS);83040,44
Cerrito (RS);107555,3
Cerro Branco (RS);75643,97
Cerro Grande (RS);55883,62
Cerro Grande do Sul (RS);183456,63
Cerro Largo (RS);774031,22
Chapada (RS);462559,29
Charqueadas (RS);1376933,22
Charrua (RS);92132,37
Chiapetta (RS);203792,2
Chuí (RS);381741,17
Chuvisca (RS);114679,83
Cidreira (RS);308044,56
Ciríaco (RS);151032,69
Colinas (RS);65607,68
Colorado (RS);194488,44
Condor (RS);372473,89
Constantina (RS);324561,16
Coqueiro Baixo (RS);39763,61
Coqueiros do Sul (RS);108687,99
Coronel Barros (RS);125302,34
Coronel Bicaco (RS);302720,99
Coronel Pilar (RS);42369,88
Cotiporã (RS);157403
Coxilha (RS);220346,1
Crissiumal (RS);377104,78
Cristal (RS);201516,43
Cristal do Sul (RS);66115,61
Cruz Alta (RS);3790617,77
Cruzaltense (RS);88539,42
Cruzeiro do Sul (RS);394504,86
David Canabarro (RS);142913,12
Derrubadas (RS);96426,95
Dezesseis de Novembro (RS);43125,51
Dilermando de Aguiar (RS);144126,65
Dois Irmãos (RS);2089234,45
Dois Irmãos das Missões (RS);115139,07
Dois Lajeados (RS);108556,04
Dom Feliciano (RS);292675,31
Dom Pedro de Alcântara (RS);58980,64
Dom Pedrito (RS);1345518,43
Dona Francisca (RS);76373,93
Doutor Maurício Cardoso (RS);189360,67
Doutor Ricardo (RS);54932,71
Eldorado do Sul (RS);2179267,63
Encantado (RS);951619,08
Encruzilhada do Sul (RS);604809,22
Engenho Velho (RS);54558,7
Entre-Ijuís (RS);420708,85
Entre Rios do Sul (RS);222559,22
Erebango (RS);123425,69
Erechim (RS);5303198,5
Ernestina (RS);145623,09
Herval (RS);140018,25
Erval Grande (RS);109455,16
Erval Seco (RS);229065,92
Esmeralda (RS);212061,79
Esperança do Sul (RS);82389,52
Espumoso (RS);718625
Estação (RS);284537,39
Estância Velha (RS);1543388,35
Esteio (RS);3436739,01
Estrela (RS);1643503,97
Estrela Velha (RS);133777,57
Eugênio de Castro (RS);210951,12
Fagundes Varela (RS);88334,08
Farroupilha (RS);3562093,48
Faxinal do Soturno (RS);218337,02
Faxinalzinho (RS);61133,61
Fazenda Vilanova (RS);106462,04
Feliz (RS);464540,28
Flores da Cunha (RS);1854236,98
Floriano Peixoto (RS);61448,17
Fontoura Xavier (RS);222479,18
Formigueiro (RS);200434,38
Forquetinha (RS);46151,27
Fortaleza dos Valos (RS);314257,99
Frederico Westphalen (RS);1232871,29
Garibaldi (RS);2383541,24
Garruchos (RS);133679,2
Gaurama (RS);235797,31
General Câmara (RS);221361,97
Gentil (RS);111711,1
Getúlio Vargas (RS);637794,07
Giruá (RS);806585,21
Glorinha (RS);266839,18
Gramado (RS);2257904,46
Gramado dos Loureiros (RS);57142,64
Gramado Xavier (RS);87530,35
Gravataí (RS);12396458,37
Guabiju (RS);72220,62
Guaíba (RS);6438870,93
Guaporé (RS);949265,81
Guarani das Missões (RS);288659,61
Harmonia (RS);188532,06
Herveiras (RS);55510,24
Horizontina (RS);1741205,49
Hulha Negra (RS);196088,84
Humaitá (RS);164722,08
Ibarama (RS);93934,48
Ibiaçá (RS);234068,64
Ibiraiaras (RS);278649,6
Ibirapuitã (RS);138430,03
Ibirubá (RS);1128536,56
Igrejinha (RS);1947198
Ijuí (RS);3777974,6
Ilópolis (RS);111995,96
Imbé (RS);508391,53
Imigrante (RS);263562,6
Independência (RS);280820,51
Inhacorá (RS);68317,39
Ipê (RS);222989,33
Ipiranga do Sul (RS);106833,78
Iraí (RS);206561,08
Itaara (RS);121755,63
Itacurubi (RS);100576,33
Itapuca (RS);59161,49
Itaqui (RS);1400822,71
Itati (RS);76101,08
Itatiba do Sul (RS);66105,57
Ivorá (RS);52709,19
Ivoti (RS);990156,18
Jaboticaba (RS);99686,11
Jacuizinho (RS);116542,11
Jacutinga (RS);146256,89
Jaguarão (RS);704574,59
Jaguari (RS);265130,08
Jaquirana (RS);69997,13
Jari (RS);200188,12
Jóia (RS);503406,73
Júlio de Castilhos (RS);1231774,87
Lagoa Bonita do Sul (RS);57274,38
Lagoão (RS);113718,1
Lagoa dos Três Cantos (RS);91358,7
Lagoa Vermelha (RS);1145823,69
Lajeado (RS);4672562,59
Lajeado do Bugre (RS);55431,83
Lavras do Sul (RS);249161,14
Liberato Salzano (RS);141939,38
Lindolfo Collor (RS);314663,34
Linha Nova (RS);54922,69
Machadinho (RS);182901,66
Maçambará (RS);284109,01
Mampituba (RS);59107,78
Manoel Viana (RS);268162,13
Maquiné (RS);139248,15
Maratá (RS);76739,27
Marau (RS);2221530,65
Marcelino Ramos (RS);133230,77
Mariana Pimentel (RS);80815,46
Mariano Moro (RS);54807,18
Marques de Souza (RS);97710,51
Mata (RS);116014,19
Mato Castelhano (RS);94006,55
Mato Leitão (RS);170671,78
Mato Queimado (RS);55296,78
Maximiliano de Almeida (RS);110336,56
Minas do Leão (RS);198387,45
Miraguaí (RS);133820,24
Montauri (RS);59452,08
Monte Alegre dos Campos (RS);71696,86
Monte Belo do Sul (RS);74271,53
Montenegro (RS);3926465,41
Mormaço (RS);100501,55
Morrinhos do Sul (RS);57859,9
Morro Redondo (RS);98355,91
Morro Reuter (RS);210314,51
Mostardas (RS);407506,4
Muçum (RS);262853,8
Muitos Capões (RS);420324,54
Muliterno (RS);51695,95
Não-Me-Toque (RS);1366462,14
Nicolau Vergueiro (RS);88316,75
Nonoai (RS);399575,13
Nova Alvorada (RS);171529,77
Nova Araçá (RS);244027,74
Nova Bassano (RS);598223,16
Nova Boa Vista (RS);100648,74
Nova Bréscia (RS);119945,44
Nova Candelária (RS);165542,04
Nova Esperança do Sul (RS);130233,46
Nova Hartz (RS);686481,37
Nova Pádua (RS);71255,18
Nova Palma (RS);301496,48
Nova Petrópolis (RS);855127,07
Nova Prata (RS);1304095,58
Nova Ramada (RS);144852,69
Nova Roma do Sul (RS);179724,29
Nova Santa Rita (RS);1815678,09
Novo Cabrais (RS);94434,71
Novo Hamburgo (RS);9769394,05
Novo Machado (RS);133442
Novo Tiradentes (RS);52360,62
Novo Xingu (RS);58657,9
Novo Barreiro (RS);98508,87
Osório (RS);1693872,59
Paim Filho (RS);123315,91
Palmares do Sul (RS);471590,81
Palmeira das Missões (RS);1488542,88
Palmitinho (RS);210406,41
Panambi (RS);2236145,65
Pantano Grande (RS);391315,98
Paraí (RS);315249,24
Paraíso do Sul (RS);169460,77
Pareci Novo (RS);100308,69
Parobé (RS);1350777,15
Passa Sete (RS);110847,45
Passo do Sobrado (RS);182566,03
Passo Fundo (RS);9829386,24
Paulo Bento (RS);102861,09
Paverama (RS);189791,61
Pedras Altas (RS);167556,49
Pedro Osório (RS);164407,94
Pejuçara (RS);242019,77
Pelotas (RS);9445912,82
Picada Café (RS);326941,63
Pinhal (RS);85320,95
Pinhal da Serra (RS);220385,09
Pinhal Grande (RS);760522,5
Pinheirinho do Vale (RS);98658,21
Pinheiro Machado (RS);305698,56
Pinto Bandeira (RS);57446,57
Pirapó (RS);65373,85
Piratini (RS);482343,06
Planalto (RS);211750,22
Poço das Antas (RS);94505,83
Pontão (RS);261272,91
Ponte Preta (RS);59528,08
Portão (RS);1265142,54
Porto Alegre (RS);82431477,59
Porto Lucena (RS);107581,86
Porto Mauá (RS);64929,06
Porto Vera Cruz (RS);34473,15
Porto Xavier (RS);184241,86
Pouso Novo (RS);47429,2
Presidente Lucena (RS);165355,87
Progresso (RS);130850,44
Protásio Alves (RS);60884,41
Putinga (RS);100933,7
Quaraí (RS);480145,43
Quatro Irmãos (RS);114378,49
Quevedos (RS);168912,18
Quinze de Novembro (RS);157132,76
Redentora (RS);177793,76
Relvado (RS);53599,75
Restinga Sêca (RS);456594,51
Rio dos Índios (RS);87089,35
Rio Grande (RS);10687203,88
Rio Pardo (RS);977676,43
Riozinho (RS);130204,09
Roca Sales (RS);481199,36
Rodeio Bonito (RS);195157,8
Rolador (RS);105953,02
Rolante (RS);653522,39
Ronda Alta (RS);352132,05
Rondinha (RS);195427,01
Roque Gonzales (RS);789559,45
Rosário do Sul (RS);929896,65
Sagrada Família (RS);62337,58
Saldanha Marinho (RS);151579,49
Salto do Jacuí (RS);887671,76
Salvador das Missões (RS);135111,56
Salvador do Sul (RS);282403,41
Sananduva (RS);640589,49
Santa Bárbara do Sul (RS);762260,94
Santa Cecília do Sul (RS);83321,91
Santa Clara do Sul (RS);296905,06
Santa Cruz do Sul (RS);9831717,94
Santa Maria (RS);8766854,55
Santa Maria do Herval (RS);207189,35
Santa Margarida do Sul (RS);184221,81
Santana da Boa Vista (RS);209121,07
Sant'Ana do Livramento (RS);2617268,1
Santa Rosa (RS);3191247,97
Santa Tereza (RS);41505,74
Santa Vitória do Palmar (RS);1248170,22
Santiago (RS);1588387,33
Santo Ângelo (RS);2828429,28
Santo Antônio do Palma (RS);74847,31
Santo Antônio da Patrulha (RS);1441182,42
Santo Antônio das Missões (RS);416068,53
Santo Antônio do Planalto (RS);112621,77
Santo Augusto (RS);557340,05
Santo Cristo (RS);598101,31
Santo Expedito do Sul (RS);73893,84
São Borja (RS);1935768,02
São Domingos do Sul (RS);71561,55
São Francisco de Assis (RS);469988,45
São Francisco de Paula (RS);724559,84
São Gabriel (RS);1802684,11
São Jerônimo (RS);610370,41
São João da Urtiga (RS);134737,23
São João do Polêsine (RS);87156,46
São Jorge (RS);90077,74
São José das Missões (RS);61502,78
São José do Herval (RS);49652,06
São José do Hortêncio (RS);127885,16
São José do Inhacorá (RS);106788,46
São José do Norte (RS);424082,59
São José do Ouro (RS);290571,67
São José do Sul (RS);65408,16
São José dos Ausentes (RS);116531,29
São Leopoldo (RS);10122382,39
São Lourenço do Sul (RS);1266139,29
São Luiz Gonzaga (RS);1429921,95
São Marcos (RS);999315,02
São Martinho (RS);248926,46
São Martinho da Serra (RS);187056,44
São Miguel das Missões (RS);521125,56
São Nicolau (RS);165033,39
São Paulo das Missões (RS);161567,72
São Pedro da Serra (RS);82543,71
São Pedro das Missões (RS);71413,2
São Pedro do Butiá (RS);111739,36
São Pedro do Sul (RS);393973,14
São Sebastião do Caí (RS);718205,45
São Sepé (RS);903329,14
São Valentim (RS);95507,96
São Valentim do Sul (RS);60817,4
São Valério do Sul (RS);58751,88
São Vendelino (RS);87940,44
São Vicente do Sul (RS);260951,18
Sapiranga (RS);3500606,94
Sapucaia do Sul (RS);3538476,8
Sarandi (RS);1002035,41
Seberi (RS);383296,67
Sede Nova (RS);118325,94
Segredo (RS);130003,79
Selbach (RS);232444,7
Senador Salgado Filho (RS);93199,95
Sentinela do Sul (RS);88503,39
Serafina Corrêa (RS);669491,13
Sério (RS);48134,13
Sertão (RS);300642,97
Sertão Santana (RS);281178,38
Sete de Setembro (RS);67670,59
Severiano de Almeida (RS);107143,81
Silveira Martins (RS);59026,88
Sinimbu (RS);210207,93
Sobradinho (RS);383785,28
Soledade (RS);945727,65
Tabaí (RS);102620,47
Tapejara (RS);1240738,26
Tapera (RS);481617,07
Tapes (RS);369424,07
Taquara (RS);1430833,01
Taquari (RS);827471,18
Taquaruçu do Sul (RS);128008,93
Tavares (RS);91209,35
Tenente Portela (RS);482822,31
Terra de Areia (RS);242557,13
Teutônia (RS);1532249,28
Tio Hugo (RS);112827,56
Tiradentes do Sul (RS);137881,59
Toropi (RS);69856,84
Torres (RS);1265562,89
Tramandaí (RS);1107333
Travesseiro (RS);61530,94
Três Arroios (RS);96436,67
Três Cachoeiras (RS);270754,87
Três Coroas (RS);894292,21
Três de Maio (RS);1110401,86
Três Forquilhas (RS);58031,23
Três Palmeiras (RS);146281,96
Três Passos (RS);919377,9
Trindade do Sul (RS);210791,69
Triunfo (RS);8372534,89
Tucunduva (RS);224683,89
Tunas (RS);80847,31
Tupanci do Sul (RS);58305,42
Tupanciretã (RS);1207656,6
Tupandi (RS);498962,87
Tuparendi (RS);296942,55
Turuçu (RS);104929,69
Ubiretama (RS);65642,16
União da Serra (RS);53079,97
Unistalda (RS);72199,69
Uruguaiana (RS);2885238,75
Vacaria (RS);2458674,37
Vale Verde (RS);91130,17
Vale do Sol (RS);239452,01
Vale Real (RS);149377,43
Vanini (RS);64539,6
Venâncio Aires (RS);3464550,47
Vera Cruz (RS);700594,94
Veranópolis (RS);1548836,19
Vespasiano Corrêa (RS);69771,07
Viadutos (RS);148940,25
Viamão (RS);4040356,74
Vicente Dutra (RS);101317,8
Victor Graeff (RS);166454,56
Vila Flores (RS);219572,62
Vila Lângaro (RS);107801,9
Vila Maria (RS);223200,53
Vila Nova do Sul (RS);118499,3
Vista Alegre (RS);94228,38
Vista Alegre do Prata (RS);56295,73
Vista Gaúcha (RS);72247,66
Vitória das Missões (RS);96830,25
Westfália (RS);184658,73
Xangri-lá (RS);554245,8
Água Clara (MS);1128406,69
Alcinópolis (MS);167816,74
Amambai (MS);972595,82
Anastácio (MS);500709,15
Anaurilândia (MS);261049,28
Angélica (MS);745062,84
Antônio João (MS);374110,28
Aparecida do Taboado (MS);1158832,7
Aquidauana (MS);960590,88
Aral Moreira (MS);505817,17
Bandeirantes (MS);381407,09
Bataguassu (MS);840573,37
Batayporã (MS);388292,9
Bela Vista (MS);551923,4
Bodoquena (MS);220133,06
Bonito (MS);793253,8
Brasilândia (MS);600295,06
Caarapó (MS);1244781,01
Camapuã (MS);423271,3
Campo Grande (MS);30234895,83
Caracol (MS);120268,49
Cassilândia (MS);636736,3
Chapadão do Sul (MS);1875389,46
Corguinho (MS);111253,97
Coronel Sapucaia (MS);213904,71
Corumbá (MS);2779589,35
Costa Rica (MS);1533550,55
Coxim (MS);893569,4
Deodápolis (MS);303916,71
Dois Irmãos do Buriti (MS);212882,04
Douradina (MS);128714,47
Dourados (MS);9469925,1
Eldorado (MS);356360,86
Fátima do Sul (MS);492877,9
Figueirão (MS);105019,31
Glória de Dourados (MS);209739,19
Guia Lopes da Laguna (MS);241759,23
Iguatemi (MS);417190,13
Inocência (MS);472700,12
Itaporã (MS);810844,47
Itaquiraí (MS);686324,17
Ivinhema (MS);1382492,34
Japorã (MS);107704,68
Jaraguari (MS);198709,84
Jardim (MS);596879,62
Jateí (MS);302048,26
Juti (MS);288696,09
Ladário (MS);363279,04
Laguna Carapã (MS);491938,6
Maracaju (MS);2548144,77
Miranda (MS);515588,45
Mundo Novo (MS);544442,22
Naviraí (MS);1908850,05
Nioaque (MS);315152,34
Nova Alvorada do Sul (MS);1542412,17
Nova Andradina (MS);2159906,22
Novo Horizonte do Sul (MS);178413,51
Paraíso das Águas (MS);739129,42
Paranaíba (MS);1372939,44
Paranhos (MS);179493,77
Pedro Gomes (MS);223208,08
Ponta Porã (MS);3219045,52
Porto Murtinho (MS);354823,99
Ribas do Rio Pardo (MS);1122847,89
Rio Brilhante (MS);2334558,95
Rio Negro (MS);105722,96
Rio Verde de Mato Grosso (MS);482024,72
Rochedo (MS);179099,02
Santa Rita do Pardo (MS);255648,69
São Gabriel do Oeste (MS);1574402,59
Sete Quedas (MS);267434,59
Selvíria (MS);2308147,08
Sidrolândia (MS);1992154,6
Sonora (MS);764377,7
Tacuru (MS);197851,2
Taquarussu (MS);109803,09
Terenos (MS);568694,18
Três Lagoas (MS);10354138,12
Vicentina (MS);266708,35
Acorizal (MT);84334,05
Água Boa (MT);1079838,27
Alta Floresta (MT);1558713,79
Alto Araguaia (MT);850664,33
Alto Boa Vista (MT);123403,92
Alto Garças (MT);662473,59
Alto Paraguai (MT);122133,61
Alto Taquari (MT);857781,53
Apiacás (MT);166943,84
Araguaiana (MT);68923
Araguainha (MT);21073,84
Araputanga (MT);472441,77
Arenápolis (MT);177236,22
Aripuanã (MT);938896,05
Barão de Melgaço (MT);90421,56
Barra do Bugres (MT);1293216,76
Barra do Garças (MT);2110337,3
Bom Jesus do Araguaia (MT);319517,85
Brasnorte (MT);948543,69
Cáceres (MT);1910179,94
Campinápolis (MT);295587,05
Campo Novo do Parecis (MT);3400992,7
Campo Verde (MT);2367226,85
Campos de Júlio (MT);1335513,43
Canabrava do Norte (MT);128782,57
Canarana (MT);1283433,86
Carlinda (MT);179820,77
Castanheira (MT);134847,7
Chapada dos Guimarães (MT);717056,88
Cláudia (MT);451014,7
Cocalinho (MT);165707,72
Colíder (MT);901587,58
Colniza (MT);563233,49
Comodoro (MT);733768,59
Confresa (MT);882977,76
Conquista D'Oeste (MT);97943,09
Cotriguaçu (MT);226764,51
Cuiabá (MT);24623843,14
Curvelândia (MT);121273,61
Denise (MT);558240,85
Diamantino (MT);2450894,44
Dom Aquino (MT);320194,56
Feliz Natal (MT);522405,39
Figueirópolis D'Oeste (MT);59382,17
Gaúcha do Norte (MT);539669,46
General Carneiro (MT);227504,57
Glória D'Oeste (MT);80531,88
Guarantã do Norte (MT);879156,05
Guiratinga (MT);419181,39
Indiavaí (MT);73488,87
Ipiranga do Norte (MT);734374,16
Itanhangá (MT);286927,17
Itaúba (MT);188531,45
Itiquira (MT);1292718,21
Jaciara (MT);962675,59
Jangada (MT);181237,82
Jauru (MT);292490,38
Juara (MT);877221,9
Juína (MT);1090313,82
Juruena (MT);206585,73
Juscimeira (MT);317264,5
Lambari D'Oeste (MT);255992,88
Lucas do Rio Verde (MT);4463585,31
Luciara (MT);30984,94
Vila Bela da Santíssima Trindade (MT);340004,88
Marcelândia (MT);336432,59
Matupá (MT);1006341,89
Mirassol d'Oeste (MT);783435,71
Nobres (MT);614079,22
Nortelândia (MT);145098,22
Nossa Senhora do Livramento (MT);300773,24
Nova Bandeirantes (MT);224018,99
Nova Nazaré (MT);77105,99
Nova Lacerda (MT);199348,69
Nova Santa Helena (MT);166361,3
Nova Brasilândia (MT);77445,88
Nova Canaã do Norte (MT);491372
Nova Mutum (MT);3159438,26
Nova Olímpia (MT);688043,61
Nova Ubiratã (MT);1297466,26
Nova Xavantina (MT);657816,05
Novo Mundo (MT);223914,42
Novo Horizonte do Norte (MT);59110,78
Novo São Joaquim (MT);350709,85
Paranaíta (MT);757118,17
Paranatinga (MT);1067725,6
Novo Santo Antônio (MT);41547,14
Pedra Preta (MT);839990,22
Peixoto de Azevedo (MT);608703
Planalto da Serra (MT);88808,25
Poconé (MT);578515,94
Pontal do Araguaia (MT);79787,13
Ponte Branca (MT);24654,61
Pontes e Lacerda (MT);1534719,46
